run,type,module,name,attrname,attrvalue,value,count,sumweights,mean,stddev,min,max,underflows,overflows,binedges,binvalues
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server.tcp,msl,,,120s,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.tcp,msl,unit,s,,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server.tcp,tcpAlgorithmClass,,,"""TcpReno""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server.tcp,useDataNotification,,,false,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server.tcp,dupthresh,,,3,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server.tcp,initialSsthresh,,,4294967295,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server.tcp,stopOperationExtraTime,,,0s,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.tcp,stopOperationExtraTime,unit,s,,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server.tcp,stopOperationTimeout,,,2s,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.tcp,stopOperationTimeout,unit,s,,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server.tcp,ecnWillingness,,,false,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server.tcp,dctcpGamma,,,0.0625,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server.tn,typename,,,"""inet.common.MessageDispatcher""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server.tn,displayStringTextFormat,,,"""processed %p pk (%l)""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server.tn,forwardServiceRegistration,,,true,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server.tn,forwardProtocolRegistration,,,true,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server.app[0],typename,,,"""inet.applications.udpapp.UdpSink""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server.app[0],interfaceTableModule,,,"""SimpleNetwork.server.interfaceTable""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server.app[0],startTime,,,0s,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.app[0],startTime,unit,s,,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server.app[0],stopTime,,,-1s,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.app[0],stopTime,unit,s,,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server.app[0],localPort,,,5000,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server.app[0],receiveBroadcast,,,false,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server.app[0],multicastGroup,,,"""""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server.app[0],multicastSources,,,"""""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server.app[0],stopOperationExtraTime,,,-1s,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.app[0],stopOperationExtraTime,unit,s,,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server.app[0],stopOperationTimeout,,,2s,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server.app[0],stopOperationTimeout,unit,s,,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server.at,typename,,,"""inet.common.MessageDispatcher""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server.at,displayStringTextFormat,,,"""processed %p pk (%l)""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server.at,forwardServiceRegistration,,,true,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server.at,forwardProtocolRegistration,,,true,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server,typename,,,"""inet.node.inet.StandardHost""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server,hasStatus,,,false,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server,osgModel,,,"""""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server,osgModelColor,,,"""""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server,canvasImage,,,"""""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server,canvasImageColor,,,"""""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server,recordPcap,,,false,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server,numPcapRecorders,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server,numLoInterfaces,,,1,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server,numWlanInterfaces,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server,numEthInterfaces,,,1,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server,numPppInterfaces,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server,numTunInterfaces,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server,numVirtInterfaces,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server,fcsMode,,,"""declared""",,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.server,fcsMode,enum,"declared,computed",,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server,hasIpv4,,,true,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server,hasIpv6,,,false,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server,hasGn,,,false,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server,forwarding,,,false,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server,multicastForwarding,,,false,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server,hasUdp,,,true,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server,hasTcp,,,true,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server,hasSctp,,,false,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.server,numApps,,,1,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ethg$i[0].channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0].phys$o.channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.interfaceTable,typename,,,"""inet.networklayer.common.InterfaceTable""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.interfaceTable,displayAddresses,,,false,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.cb,typename,,,"""inet.common.MessageDispatcher""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.cb,displayStringTextFormat,,,"""processed %p pk (%l)""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.cb,forwardServiceRegistration,,,true,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.cb,forwardProtocolRegistration,,,true,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.bl,typename,,,"""inet.common.MessageDispatcher""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.bl,displayStringTextFormat,,,"""processed %p pk (%l)""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.bl,forwardServiceRegistration,,,true,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.bl,forwardProtocolRegistration,,,true,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ethernet,typename,,,"""inet.linklayer.ethernet.basic.EthernetEncapsulation""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ethernet,registerProtocol,,,true,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ethernet,interfaceTableModule,,,"""SimpleNetwork.client.interfaceTable""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ethernet,fcsMode,,,"""declared""",,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.client.ethernet,fcsMode,enum,"declared,computed",,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ethernet,stopOperationExtraTime,,,-1s,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.client.ethernet,stopOperationExtraTime,unit,s,,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ethernet,stopOperationTimeout,,,2s,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.client.ethernet,stopOperationTimeout,unit,s,,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.li,typename,,,"""inet.common.MessageDispatcher""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.li,displayStringTextFormat,,,"""processed %p pk (%l)""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.li,forwardServiceRegistration,,,true,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.li,forwardProtocolRegistration,,,true,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.lo[0].upperLayerIn.channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.lo[0].lo.upperLayerOut.channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.lo[0].lo,typename,,,"""inet.linklayer.loopback.Loopback""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.lo[0].lo,interfaceTableModule,,,"""SimpleNetwork.client.interfaceTable""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.lo[0].lo,mtu,,,4470B,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.client.lo[0].lo,mtu,unit,B,,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.lo[0],typename,,,"""inet.linklayer.loopback.LoopbackInterface""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.lo[0],displayStringTextFormat,,,"""%a (%i)\n%m""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.lo[0],recordPcap,,,false,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.lo[0],numPcapRecorders,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.lo[0],interfaceTableModule,,,"""SimpleNetwork.client.interfaceTable""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0].mac.phys$o.channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0].phys$i.channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0].upperLayerIn.channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0].mac.upperLayerOut.channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0].queue,typename,,,"""inet.linklayer.ethernet.common.EthernetQueue""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0].queue,displayStringTextFormat,,,"""contains %p pk (%l) pushed %u\npulled %o removed %r dropped %d""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0].queue,packetCapacity,,,1000,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0].queue,dataCapacity,,,-1b,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.client.eth[0].queue,dataCapacity,unit,b,,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0].queue,dropperClass,,,"""inet::queueing::PacketAtCollectionEndDropper""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0].queue,comparatorClass,,,"""inet::EthernetFrameTypeComparator""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0].queue,bufferModule,,,"""""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0].mac,typename,,,"""inet.linklayer.ethernet.basic.EthernetMac""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0].mac,interfaceTableModule,,,"""SimpleNetwork.client.interfaceTable""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0].mac,displayStringTextFormat,,,"""rate: %b\nsent: %s, rcvd: %r\nqueue: %q, drop: %d""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0].mac,sendRawBytes,,,false,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0].mac,promiscuous,,,false,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0].mac,duplexMode,,,true,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0].mac,mtu,,,1500B,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.client.eth[0].mac,mtu,unit,B,,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0].mac,fcsMode,,,"""declared""",,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.client.eth[0].mac,fcsMode,enum,"declared,computed",,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0].mac,stopOperationExtraTime,,,-1s,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.client.eth[0].mac,stopOperationExtraTime,unit,s,,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0].mac,stopOperationTimeout,,,2s,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.client.eth[0].mac,stopOperationTimeout,unit,s,,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0],typename,,,"""inet.linklayer.ethernet.EthernetInterface""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0],displayStringTextFormat,,,"""%a (%i)\n%m""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0],recordPcap,,,false,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0],numPcapRecorders,,,0,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0],interfaceTableModule,,,"""SimpleNetwork.client.interfaceTable""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0],protocol,,,"""ethernetmac""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0],address,,,"""0A-AA-00-00-00-04""",,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.client.eth[0],address,mutable,,,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0],duplexMode,,,true,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0],csmacdSupport,,,false,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0],bitrate,,,0bps,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.client.eth[0],bitrate,unit,bps,,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.eth[0],fcsMode,,,"""declared""",,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.client.eth[0],fcsMode,enum,"declared,computed",,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.transportIn.channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.up.out[0].channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.lp.out[2].channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.ifIn.channel,typename,,,"""ned.IdealChannel""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.configurator,typename,,,"""inet.networklayer.configurator.ipv4.Ipv4NodeConfigurator""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.configurator,interfaceTableModule,,,"""SimpleNetwork.client.interfaceTable""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.configurator,routingTableModule,,,"""SimpleNetwork.client.ipv4.routingTable""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.configurator,networkConfiguratorModule,,,"""configurator""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.configurator,configureRoutingTable,,,true,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.routingTable,typename,,,"""inet.networklayer.ipv4.Ipv4RoutingTable""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.routingTable,interfaceTableModule,,,"""SimpleNetwork.client.interfaceTable""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.routingTable,routerId,,,"""auto""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.routingTable,netmaskRoutes,,,"""*""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.routingTable,forwarding,,,false,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.routingTable,multicastForwarding,,,false,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.routingTable,useAdminDist,,,false,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.routingTable,routingFile,,,"""""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.natTable,typename,,,"""inet.networklayer.ipv4.Ipv4NatTable""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.natTable,networkProtocolModule,,,"""^.ip""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.natTable,config,,,<config/> at content:1,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.up,typename,,,"""inet.common.MessageDispatcher""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.up,displayStringTextFormat,,,"""processed %p pk (%l)""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.up,forwardServiceRegistration,,,true,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.up,forwardProtocolRegistration,,,true,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.igmp,typename,,,"""inet.networklayer.ipv4.Igmpv2""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.igmp,interfaceTableModule,,,"""SimpleNetwork.client.interfaceTable""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.igmp,routingTableModule,,,"""SimpleNetwork.client.ipv4.routingTable""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.igmp,crcMode,,,"""declared""",,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.client.ipv4.igmp,crcMode,enum,"declared,computed",,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.igmp,enabled,,,true,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.igmp,robustnessVariable,,,2,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.igmp,queryInterval,,,125s,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.client.ipv4.igmp,queryInterval,unit,s,,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.igmp,queryResponseInterval,,,10s,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.client.ipv4.igmp,queryResponseInterval,unit,s,,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.igmp,groupMembershipInterval,,,260s,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.client.ipv4.igmp,groupMembershipInterval,unit,s,,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.igmp,otherQuerierPresentInterval,,,255s,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.client.ipv4.igmp,otherQuerierPresentInterval,unit,s,,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.igmp,startupQueryInterval,,,31.25s,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.client.ipv4.igmp,startupQueryInterval,unit,s,,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.igmp,startupQueryCount,,,2,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.igmp,lastMemberQueryInterval,,,1s,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.client.ipv4.igmp,lastMemberQueryInterval,unit,s,,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.igmp,lastMemberQueryCount,,,2,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.igmp,unsolicitedReportInterval,,,10s,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.client.ipv4.igmp,unsolicitedReportInterval,unit,s,,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.icmp,typename,,,"""inet.networklayer.ipv4.Icmp""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.icmp,interfaceTableModule,,,"""SimpleNetwork.client.interfaceTable""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.icmp,routingTableModule,,,"""SimpleNetwork.client.ipv4.routingTable""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.icmp,crcMode,,,"""declared""",,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.client.ipv4.icmp,crcMode,enum,"declared,computed",,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.client.ipv4.icmp,crcMode,mutable,,,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.icmp,quoteLength,,,8B,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.client.ipv4.icmp,quoteLength,mutable,,,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.client.ipv4.icmp,quoteLength,unit,B,,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.mp,typename,,,"""inet.common.MessageDispatcher""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.mp,displayStringTextFormat,,,"""processed %p pk (%l)""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.mp,forwardServiceRegistration,,,true,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.mp,forwardProtocolRegistration,,,true,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.ip,typename,,,"""inet.networklayer.ipv4.Ipv4""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.ip,interfaceTableModule,,,"""SimpleNetwork.client.interfaceTable""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.ip,routingTableModule,,,"""SimpleNetwork.client.ipv4.routingTable""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.ip,arpModule,,,"""SimpleNetwork.client.ipv4.arp""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.ip,icmpModule,,,"""SimpleNetwork.client.ipv4.icmp""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.ip,crcMode,,,"""declared""",,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.client.ipv4.ip,crcMode,enum,"declared,computed",,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.ip,timeToLive,,,32,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.ip,multicastTimeToLive,,,32,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.ip,fragmentTimeout,,,60s,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.client.ipv4.ip,fragmentTimeout,unit,s,,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.ip,limitedBroadcast,,,false,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.ip,directBroadcastInterfaces,,,"""""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.arp,typename,,,"""inet.networklayer.arp.ipv4.Arp""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.arp,interfaceTableModule,,,"""SimpleNetwork.client.interfaceTable""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.arp,routingTableModule,,,"""SimpleNetwork.client.ipv4.routingTable""",,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.arp,retryTimeout,,,1s,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.client.ipv4.arp,retryTimeout,unit,s,,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.arp,retryCount,,,3,,,,,,,,,,
General-0-20250310-16:32:25-6414,param,SimpleNetwork.client.ipv4.arp,cacheTimeout,,,120s,,,,,,,,,,
General-0-20250310-16:32:25-6414,attr,SimpleNetwork.client.ipv4.arp,cacheTimeout,unit,s,,,,,,,,,,,
